album,singer,song,lyric,written_by,genre
,Beatsteaks, Automatic,"Hush all that noise!,What can I do for you sister?,We plugged into the universe and spiral out of orbit,Like a rudderless ship, whatever you want to call it,Are you afraid?,What comes next?,Any idea?,You say the action is go, I say it's out of control,While they are playing songs of love,Standing on shaky ground,Walking on thin ice,Never use a safety net,You never get trapped,This is automatic,Got no doubt about it,My mind is over matter,Can't get any better,And we know this is magic,We've got the perfect habit,We're stealing it from different planets,And we put it on a boombox,Two people from the world of entertainment,Get down on their knees and beg me to stay,Take them back, take it back, take me back,Are we heading to the bar for the hopeless,Emptiness is taking over a rudderless ship?,Sounds like a goodie:,You can't leave? - can't stay? - cold feet?,Standing on shaky ground,Walking on thin ice,Never use a safety net,You never get trapped,This is automatic,Got no doubt about it,My mind is over matter,Can't get any better,And we know this is magic,We've got the perfect habit,We're stealing it from different planets,And we put it on a boombox,Got no doubt about it - boombox,My mind is over matter - boombox,We've got the perfect habit,We're stealin it from different planets,And we put it on a boombox,Five chances of not making it we learn until we earn the shit,Sky high,You play your favorite note,I sing my favorite line,Sky high,No better place to go,No better place to shine,This is automatic,Got no doubt about it,My mind is over matter,Can't get any better,And we know this is magic,We've got the perfect habit,We're stealing it from different planets,And we put it on a boombox,Got no doubt about it - boombox,My mind is over matter - boombox,We've got the perfect habit,We're stealin it from different planets,And we put it on a boombox,Standing on shaky ground,Walking on thin ice
,
,
",,
,Beatsteaks, A Real Paradise,"Good Morning!,By all means necessary,I take the chance to move on,Call it a day and we're done,Wether it's death or glory,My mind is set on the sun,To tell me where I belong,Setting on the sun,Setting on the sun,Where do I belong,I wonder why,If there's a real paradise,I can see it in your eyes,That we can't compromise,Let your imagination rise,The world's a bigger size,I can see it in your eyes,Let's build a real paradise,If you believe in magic,Relieve the thorn in your side,Give me what money can't buy,I need your more than ever,Whatever place you may hide,I keep my arms open wide,Setting on the sun,Setting on the sun,Where do I belong,I wonder why,If there's a real paradise,I can see it in your eyes,That we can't compromise,Let your imagination rise,The world's a bigger size,I can see it in your eyes,Let's build a real paradise,I wonder why,If there's a real paradise,I can see it in your eyes,That we can't compromise,Let your imagination rise,The world's a bigger size,I can see it in your eyes,Let's build a real paradise
,
,
",,
,Beatsteaks, Behaviour,"You think you don't sync,With the world, am I right?,It's not because of your,Behaviour, right?,So I'm not gonna wear your shirt,I'm not gonna wear your shirt,I'm not gonna do it,You think that something,Must break because of you,Just for you, to make you feel,Comfortable, right?,But I'm not gonna wear your shirt,I'm not gonna wear your shirt,I'm not gonna wear your shirt,I'm not gonna wear your shirt,I'm not gonna wear your shirt,I'm not gonna wear your shirt,I'm not gonna wear your shirt,I'm not gonna wear your shirt,I'm not gonna wear your shirt,I'm not gonna wear your shirt,I'm not gonna wear your shirt,I'm not gonna wear your shirt,I'm not gonna wear your shirt,I'm not gonna wear your shirt,I'm not gonna wear your shirt,No
,
,
",,
,Beatsteaks, Up On The Roof,"Sugar now I'm gonna do anything,Whatever it takes I'm gonna get you by my side,And if you don't understand what I mean,I've come a long way to save you from this scene,Up on the roof,Reach out to fly if you can't move,Over the edge,Where you can feel it for yourself,My heart is a mess,Torn up broken glass,There's nothing you can do,But love me while you can and hold on to,Honey don't worry 'bout your hopes and dreams,Where we're going gonna,gonna get you get you what you need,Now no really,Now no really,Now no really just you wait and see,Up on the roof,Reach out to fly if you can't move,Over the edge,Where you can feel it for yourself,My heart is a mess,Torn up broken glass,There's nothing you can do,But love me while you can and hold on,My heart is a mess,Torn up broken glass,There's nothing you can do,But love me while you can and break on through
,
,
",,
,Beatsteaks, Be Smart And Breathe,"Whatever you need,An exit strategy,A holiday for free,from the people who see through you quietly,Pretending to believe,Don't you feel any shame,on the top of your game,The money will be there,to keep you waiting somewhere,Do you know what I mean?,To get away like a thief,Be smart and breathe,First you tune in,Then you drop out,And you draw back,While you pass out,Come on please,Be smart and breathe,Depends on what you believe,So what the hell did we sign,when we were out of our minds,Now we know what it means,Repeat after me,First you tune in,Then you drop out,And you draw back,While you pass out,Come on please,Be smart and breathe,Will it be drastic,or maybe fantastic,The answer is no dear,We're keeping it slow here,First you tune in,Then you drop out,And you draw back,While you pass out,And you tune in,And you drop out,When you draw back,While you pass out,Come on please,Be smart and breathe
,
,
",,
,Beatsteaks, Access Adrenalin,"Access adrenalin,Please hang around if I can´t get up what for?,Can´t get along without you now,Cause it´s the only thing,That keeps me following,I can´t control myself,Excess adrenalin,I´m gonna be where I´m at,I´m gonna get what I lack,Don´t want to slow down, never go down,I´ll never fade to black,Whoever engineers,Controls or interferes,Whenever you are near,We´ll be around the world singing,Where we send and receive it,Where we send and receive it,Access adrenalin,Where have you been, I can´t get up no more,I can´t go on and I can´t stop,So bring on the attack,I never want to go back,Don´t want to slow down, never go down,I'll Never fade to black,Whoever engineers,Controls or interferes,Whenever you are near,We´ll be around the world singing,Where we send and receive it,Where we send and receive it,Any other effect will exit,Everything I blame will exit,Everything I fear will exit
,
,
",,
,Beatsteaks, Cheap Comments,"Poor boy tripping on good intentions,Girls got rhythm and expectations,In a world gone mad under reconstruction,I'm all washed up, I guess I've had enough,Of cheap comments and fake attractions,Back at square one you were zero to none,Back, back, b-b-back, b-b-b-back, b-back,Back, back, b-b-back, b-b-b-back, b-back,With your head in the clouds spinning around,You are miles ahead never wake up,You hit this town upon cloud nine,Waiting to get paid take the money and,Get back where you came from, get where you belong it's,Cheap comments and fake attractions,Back to California, back where you belong, you're,Back at square one, you are zero to none,Back at square one, you are zero to none,Back at square one, you are zero to none,Back at square one, you are zero to none,Back at square one, you are zero to none,Back at square one, you are zero to none,Ch-ch-ch-ch-ch-ch-ch-ch-ceap comments,Back, back, b-b-back, b-b-b-back, b-back,Back, back, b-b-back, b-b-b-back, b-back,With your head in the clouds spinning around,You are miles ahead never wake up,You hit this town upon cloud nine,Waiting to get paid take the money and,It's cheap comments and fake attractions,It's cheap comments and fake attractions,Back at square one, you are zero to none,Back at square one, you are zero to none
,
,
",,
,Beatsteaks, Milk & Honey,"Some People may run,While others have fun,Tryin' to grab what they can,So I lie in the grass,I had too much and too fast,But the best of all times,Waiting out the days to go by,and waters run dry,But I've made up my mind,It's calling me, call me anytime,It's coming up each and every line,Keep calling me, call me anytime,Who-oh here is the song,For those who never ever,Sit back and recover,Here is the one,For those who never shiver,The cool cats I adore,Some people wear gloves,Carrying their portions of love,Until death comes from above,Now for dreams and for plans,You try as hard as you land,But I've made up my mind,It's calling me, call me anytime,It's coming up each and every line,Keep calling me, call me anytime,Who-oh here is the song,For those who never ever,Sit back and recover,Here is the one,For those who never shiver,The cool cats I adore,The cool cats I adore,The cool cats I adore
,
,
",,
,Beatsteaks, Under A Clear Blue Sky,"If old friends ain't soothing no more,They may have been cheating before,You think there is nothing in store,You got time on your hands, but what for?,The shields will come off after dark,For troubled souls and broken hearts,Stand naked before the crowd,Under a clear blue sky,No mountain high enough,No matter what will come,I'm gonna cheer you up,Under a clear blue sky,No mountain high enough,No matter what will come,I'm gonna cheer you up,If old songs ain't soothing no more,They may have been cheating before,You think all that love's out the door,You got time on your hands, but what for?,The shields will come off after dark,For troubled souls and broken hearts,And all that you wanted to know,Under a clear blue sky,No mountain high enough,No matter what will come,I'm gonna cheer you up,Under a clear blue sky,No mountain high enough,No matter what will come,We're gonna rise
,
,
",,
,Beatsteaks, Creep Magnet,"Creep magnet,Why does it always happen,When you know he's never going to do,What you want him to do,Sweet rabbit,Why don't you get what you came for,Just can't grab it,Only a little attention,Why does it always happen,While you run around collecting answers,Looking here and there,When you know he's never going to be what you want him to be,Creep magnet,Why don't you get what you came for,Sweet sweet rabbit,In another dimension,When is it going to happen,When is it going to happen,And is it going to happen,If it's going to happen,When is it going to happen happen happen,Sweet rabbit,Creep magnet,Creep magnet,Creep magnet
,
,
",,
,Beatsteaks, House On Fire,"I got no reason to fight,And I don't care what's wrong and who's right,There's nothing that we didn't try,Pretending to know what we don't understand yet,I got my back to the wall,And no one's gonna answer my call,Like a hit from out of the blue,I woke up this morning, it came without warning,My house is on fire,My house is on fire,My house is on fire,I've been hanging from a tree,I've been down to the sea,As I walked every street,I found no one to cheat,As I stay up all night,As I lay by your side,I've been chasing around,I got up, I came down, so come on,I make my way all around,And if everybody's wearing you down,It's been that way for too long,I woke up this morning, it came without warning,We got no reason to fight,So will anybody join us tonight,Will you stop and give it a try,My house is on fire but I'm alive,It didn't work out shake it off now never quit,The city won't stop for a soul getting over it,I've been hanging from a tree,I've been down to the sea,As I walked every street,I found no one to cheat,As I stay up all night,As I lay by your side,I've been chasing around,I got up, I came down, so come on,My house is on fire,My house is on fire,House is on fire,Na-na-na-na-na-na-na-na-na-na,Na-na-na-na-na-na-na-na-na,Na-na-na-na-na-na-na-na-na-na,Na-na-na-na-na-na-na-na-na,It didn't work out shake it off now never quit,The city won't stop for a soul getting over it,I've been hanging from a tree,I've been down to the sea,As I walked every street,I found no one to cheat,As I stay up all night,As I lay by your side,I've been chasing around,I got up, I came down, so come o
,
,
",,
,Beatsteaks, Pass The Message,"You got me now,You know so c'mon,And pass the message,I feel you now,You know it,So let's get past the wreckage,We go up we go down,We get better,So long so long so long,C'mon you know they're waiting for us outside,It's in the air and all I care about is you,Held in my hands you're all the drugs I need to do,I can't keep quiet feeling indiscreet,We may as well try it got me on my feet singin',All alone don't leave me far behind,And wherever you go you know you're always on my mind,Let's start it over again,You got me now,You know so go on and pass the message,I feel you now,You know it,I don't need no second guesses,I can't keep quiet honestly,You got me dancing in the street,All alone don't leave me far behind,And wherever you go you know you're always on my mind,Let's start it over again,Even on top of the world we get better,Even if we get caught sometime,You know we're gonna find the way,This night is not over,I can't keep quiet honestly,You got me dancing in the street,All alone don't leave me far behind,And wherever you go you know you're always on my mind,All alone don't leave me far behind,And wherever you go you know you're always on my mind,Let's start it over again,This night is not over,(You got me now you know so c'mon and pass the message),(I feel you now you know it so so let's get past the wreckage)
,
,
",,
