album,singer,song,lyric,written_by,genre
,Seasick Steve, Burnin' Up,"Oh, I want you, yeah, I want you,Oh, I want you,I'm burnin' up, I'm burnin' up, y'all,I'm burnin' up,Cool me down now with your love, girl,Cool me down now, there's a fire in my world,I'm burnin' up, I'm burnin' up, y'all,I'm burnin' up,Now when you got the love on somebody,And you ain't sure they got the love back on you,That's a hard thing, y'all,And it make it so you can't sleep at night,And you lose your appetite,And nothin' seem to taste good,And sometimes you just break out in a cold sweat,And sometimes you break out in a... hot sweat,And then you know when you got the love on somebody,When you got the love on somebody,When you got the love on somebody,When you got the love on somebody,Yeah, when you got the love on somebody,Yeah, when you got the love on somebody,Yeah, when you got the love on somebody,Yeah, when you got the love,Yeah, when you got the love,Yeah, when you got the love,Oh, I want you, yeah, I want you,Oh, I want you,I'm burnin' up, I'm burnin' up, y'all,I'm burnin' up,Cool me down now with your love, girl,Cool me down now, there's a fire in my world,I'm burnin' up, I'm burnin' up, y'all,I'm burnin' up,I'm burnin' up
,
,
",,
,Seasick Steve, Treasures,"When I walk down your street,Through your barred windows you look at me,And you wonder have I come to ask,For on of your precious things that do not last,All your treasures,All your treasures,You think you know me? You don't know,That there's more to this picture than that shows,And you fear that I come to steal,Your security that ain't real,All your treasures,All your treasures,I will leave now and you won't cry,With relief now you'll just sigh,You'll remember come one day,And you'll walk out your door 'cause you can't stay,While all your treasures,All your treasures,Slip away,All your treasures,All your treasures
,
,
",,
,Seasick Steve, Whiskey Ballad,"Ahhhh,(whistling),To all those people living in their flats not so pristine. ,Who look up from the alleyways at the sky that we've both seen. ,For some I now they see it from a different point of view.,The red doors painted black the sky is grey not baby blue.,So lighten up have a cup of my happy golden drink,It will taste strong to begin with, but you'll get used to it I think. ,It'll wash away your sorrows and soak up your concern. ,Only trouble when you wake up... not a single tables turned. ,But it's alright.... it's alright.... it's alright....,(whistling),So if you're a bit unhappy or you're slightly depressed,Just humble on to this song I wrote, relieve some of your stress,Cause when I sing the Chorus there's one thing I know for sure,A nice clean shot of whiskey is my recommended cure,So lighten up have a cup of my happy golden drink,It will taste strong to begin with, but you'll get used to it I think. ,It'll wash away your sorrows and soak up your concern. ,Only problem when you wake up... not a single tables turned.,But it's alright.... it's alright... it's alright.. ,It's alright.... It's alright.... it's alright....,So lighten up have a cup of my happy golden drink,It will taste strong to begin with, but you'll get used to it I think. ,It'll wash away your sorrows and soak up your concern. ,Only problem when you wake up... not a single tables turned.,So lighten up have a cup of my happy golden drink,It will taste strong to begin with but, you'll get used to it I think. ,It'll wash away your sorrows and soak up your concern. ,Only problem when you wake up... not a single tables turned.
,
,
",,
,Seasick Steve, Dark,"I like the dark,It is my friend,There at beginnin’s,Be there at the end,I like my own ,Company,That way it’s easier,At least for me,Oh Lord,Oh Lord,Oh Lord,Oh Lord,I travel light,I’m real good,A learnin’ so worthy,Yeah I understood,Yes I understood,Yes I understood,Yes I understood,There’ll be no trace,When I leave,The lines on my face,A map, easy to read,Oh Lord,Oh Lord,The road I take,Is made for one,I don’t regret,All the thing I done,All the thing I done,All the thing I done,All the thing I done,All the thing I done,I like the dark
,
,
",,
,Seasick Steve, Never Go West,"Yeah, it was a cold black night,Oh, I remember it well,We was ridin’ in the box,Lord it be cold as hell,Tryin to get over the hump,Before it snow,Body could freeze to death,No one ever know,We was headin’ west,Just to go south,About this plan,Well, I had my doubts,Slim said he wanted first stop,Out in Spokaloo,Said he knew a pretty little thing,And I think her name was Lou,Oh I had a bad feelin’,Well, we rolled into town,We was walkin’ down the street,Oh, I knew somethin’ wrong,I could feel the heat,Up come the police,Said “welcome to our town,Hop in the back seat, boys,Gon’ show you ‘round”,Never ever go west,When you know you should be headin’ south,Never ever whisper,When you know it’s time to shout,Fourteen days in the Spokane city jail,When I got out, have mercy,I was ready to sail,Captain said, “you learned your lesson, boy?”,Have no doubt,Never ever go west,When you know you should be headin’,Never ever go west,When you know you should be headin’ south,Never ever whisper,When you know it’s time to shout,Never ever go west,When you know you should be headin’ south,Never ever whisper,When you know it’s time to shout
,
,
",,
,Seasick Steve, Just Because I Can (CSX),"Sunday mornin’ nothin’ to do,I had me this idea, though I think you wouldn't approve,Gonna walk down on 8th Street, Nashville Tennessee,Gonna find me a southbound CSX,Gonna ride all day for free,Gonna catch it creepin’ on down the track,A nice ol’ grainer towed in the back,Let the memories wash over me,Gonna listen to the clickity clack,Well, I know I ain’t so young, my health ain’t what it used to be,But you never know how long you got, so I'm gonna ride all day for free,Just because I can,Just because I can,Just because I can,Just because I am me,Just passing Tullahoma,At Anderson we’ll cross the state line,I haven't been to old Alabama for such a long, long time,You're always on my mind,See, I'm always thinkin’ ‘bout you,But I had to ride this southbound freight,Just somethin’ I had to do,Just because I can,Just because I can,Just because I can,Just because I am me,Just because I can,Just because I can,Just because I can,Just because I am me,Just because,Just because
,
,
",,
,Seasick Steve, Have Mercy on the Lonely,"Me and my girl got place to be, place to see,Y'all hear me,Guess you can say we're just doing things,That happiness and that will love bring,Have mercy on the lonely,Have mercy on the lonely,I used to walk the selfish way,But you end up alone, so hear what I say,Open the door, let love walk in,Got nothing to lose, maybe something to win,Have mercy on the lonely,Have mercy on the lonely,Have mercy on the lonely,A shack near the tracks, a mansion uptown,No one said you're gonna get down,Rather be poor and have my honey,Than own the banks with all the money,Have mercy on the lonely,Have mercy on the lonely,Have mercy on the lonely,Y'all say you want someone to love,I said make yourself somebody,Somebody you wanna love,Have mercy on your loneliness, have mercy on the lonely,Have mercy on the lonely,Have mercy on the lonely
,
,
",,
,Seasick Steve, Man From Another Time,"When I walk down the street,I feel like a man from another time,My memories of the past so much cleaner and stronger,Oh and fine,Seem to me the girls much prettier,The air was cleaner,And coffee only cost,One dime,One dime,One dime,When I was younger,Used to wonder why old folks used to talk about the past,I used to think they was so boring,Now I’ve arrived at last,Anyway, why do you wanna listen to what I got to say at all,Don’t you got nothin’ better to do,Don’t you got nothin’ better to do,Don’t you got nothin’ better to do,Than listen to a man,From another time,Listen to a man from another time,Listen to a man from another time,My greatest fear before I die,Is to turn into a boring old fart,All that I can do is keep on playin’ what’s in my,Heart,Heart,Heart,Anyway, I don’t know why you wanna listen,What I got to say at all,Don’t you got nothin’ better to do,Don’t you got nothin’ better to do,Don’t you got nothin’ better to do,That listen to a man,From another time,Listen to a man from another time,Listen to a man from another time,Listen to a man from another time,Listen to a man from another time
,
,
",,
,Seasick Steve, The Banjo Song,"On my way down the road,On my way on my own,On my way down the road,On my way,Oh the sign sayin’ this way,Oh the sign sayin’ that way,Another sign say you’re much too old,To ever have a home,Everybody need a place to lie,Everybody need a place to cry,Everybody need a place to die,In your own home,On my way down the road,On my way on my own,On my way down the road,On my way,Oh the sign sayin’ this way,Oh the sign sayin’ that way,Another sign say you’re much too old,To ever have a home,Everybody need a place to lie,Everybody need a place to cry,Everybody need a place to die,In your own home,Everybody need a place to lie,Everybody need a place to cry,Everybody need a place to die,In your own home
,
,
",,
,Seasick Steve, Happy (To Have A Job),"Alright, little cigar box,I can’t stop what I’m doin’,It’s the life blood of me,I can’t stop what I’m doin’,It’d be the death of me,Oh, oh, oh Lord,Oh, oh, oh Lord,Oh, oh, oh, oh,It’d be the death of me,I’m here to tell you, I mean what I do,When I’m workin’, I’m workin’ for you,I know it’s y’all who give me this job,I won’t forget it, I swear to God,‘Cause I’m happy to have a job,I’m happy to have a job,Oh, I’m happy to have a job,Lemme show you how happy I am,Just before I go away,Wanna say, I’ll be playin’ for y’all long as I may,I know which side my bread’s buttered on,That’s it for now, goodbye, so long,‘Cause I’m happy to have a job,Yeah, I’m happy to have a job,Oh, I’m happy to have a job,Yes, I’m happy to have a job,Yes, I’m happy to have a job,Yes, I’m happy to have a job
,
,
",,
,Seasick Steve, Wenatchee,"Standin’ in Wenatchee waitin’ for a job,Come a farmer in a pick-up, thank God,Slept in a barn on a pile of hay,Be pickin’ apples all day like a dog,25 bags fill a bin,6 when I finish, I’ll be done in,There’s so many trees to be picked,These Wenatchee apples makin’ me sick,Oh, Wenatchee,What wind blew me here?,Oh, Wenatchee,But we won’t shed no tear,Woke up in the mornin’ there’s a chill in the air,Think I’ll head down south to the land that’s fair,There’s a jungle camp where it’s warm in the night,Or you could sleep on the beach, yeah, I just might,If I see another apple, it’ll be too soon,I’ll be ridin’ the SP tomorrow by noon,Oh, Wenatchee,What wind blew me here?,Oh, Wenatchee,But we won’t shed no tear,Oh, Wenatchee,What wind blew me here?,Oh, Wenatchee,But we won’t shed no tear,There’s nothin’ really wrong with Wenatchee,I just don’t like workin’ so it’s down to me,So goodbye, so long Wenatchee,I’ll see you next year,When I need money,Oh, Wenatchee,What wind blew me here?,Oh, Wenatchee,But we won’t shed no tear,Oh, Wenatchee,What wind blew me here?,Oh, Wenatchee,But we won’t shed no tear,Won’t shed no tear,Won’t shed no tear,Won’t shed no,Won’t shed no,Tear
,
,
",,
